name,idf,imdb_score,genres,release,countries,directors,actors,summary
Ambush 2023,https://www.imdb.com/title/tt8270664,,"['اکشن', 'هیجان انگیز']",2023,['آمریکا'],['Mark Burman'],"['jonathan rhys meyers', 'aaron eckhart', 'Connor Paolo']",گروهی از کماندوهای نخبه به فرماندهی کاپیتان دراموند وظیفه دارند اطلاعاتی بسیار مهم و محرمانه را به‌دست بیاورند که سرنوشت جنگ را مشخص می‌کند.
American Assassin 2017,https://www.imdb.com/title/tt1961175,,"['اکشن', 'هیجان انگیز']",2017,['آمریکا'],['michael cuesta'],"[""dylan o'brien"", 'michael keaton', 'Sanaa Lathan']",فیلم اکشن “قاتل آمریکایی” درباره یک دانشجوی محقق و ورزشکار با استعداد است که بعد از رخ دادن یک فاجعه او به عنوان یک مهره در برنامه عملیاتی مخفی کشورش انتخاب می شود. بعد از اتمام آموزش های لازم او برای کشتن تروریست ها به خطرناک ترین نقاط جهان فرستاده می شود و…
American Beauty 1999,https://www.imdb.com/title/tt0169547,8.3,[],1999,['آمریکا'],['Sam Mendes'],"['kevin spacey', 'annette bening', 'Thora Birch']",فیلم داستان مرد میانسالی به نام لستر را دنبال می‌کند که با همسرش رابطه‌ی خوبی ندارد.اگرچه آن‌دو روزگاری عاشق یکدیگر بودند ، اما اکنون فقط یکدیگر را تحمل می کنند. در این میان روزی به اصرار همسرش به مدرسه‌ی دخترش می‌رود تا نمایش رقص وی را تماشا کند و از آن روز به بعد با چالش‌هایی روبرو می‌شود که او را به زندگی علاقمند می‌کند...
American Bistro 2019,https://www.imdb.com/title/tt2585736,,"['درام', 'کمدی', 'ماجراجویی', 'درام', 'کمدی', 'ماجراجویی']",2019,['آمریکا'],['Arthur De Larroche'],"['Arthur De Larroche', 'Marcel Diennet', 'Bill Watterson']",این فیلم داستان یک حسابدار را به تصویر می‌کشد که بعد از اینکه متوجه می‌شود به وی خیانت شده است ، زندگی‌اش خراب می‌شود. او پس از این اتفاق تصمیم می‌گیرد به نزد برادرزاده‌اش برود و مدتی با او زندگی کند و در این میان تلاش می‌کند تا رویای قدیمی‌اش یعنی افتتاح یک رستوران را عملی کند و…
American Carnage 2022,https://www.imdb.com/title/tt20672490,,"['ترسناک', 'رازآلود', 'کمدی']",2022,['آمریکا'],['Diego Hallivis'],"['Jenna Ortega', 'jorge lendeborg jr.', 'Allen Maldonado']",پس از آنکه فرماندار دستور صادر می‌کند تا بچه‌های مهاجران بدون سند را دستگیر کنند، به بچه‌های جوان این فرصت اعطا می‌شود تا با داوطلبی و کمک به افراد مسن اتهامات خود را رفع کنند.
American Dreamer 2018,https://www.imdb.com/title/tt6769326,,"['جنایی', 'درام', 'هیجان انگیز']",2018,"['آمریکا', 'ایالات متحده آمریکا']",['Derrick Borte'],"['Alejandro Hernandez', 'jim gaffigan', 'tammy blanchard']",داستان فیلم درباره یک راننده است که یک مواد فروش سطح پایین را همیشه جا به جا میکند . بعد از آنکه دچار مشکلات مالی میشود ، به فکر دزدیدن بچه مواد فروش میافتد و…
American Exit 2019,https://www.imdb.com/title/tt6021482,,"['درام', 'ماجراجویی']",2019,['آمریکا'],"['ingo vollkammer', 'tim mccann']","['dane cook', 'levi miller', 'udo kier']",هنگامی که چارلی باند درمی‌یابد مبتلا به یک بیماری لاعلاج شده است، تصمیم می‌گیرد همراه پسرش لئو که سال‌ها از او دور بوده است آخرین ماه‌های زندگیش را سپری کند. اما در این بین آنها به طور ناخواسته خود را گرفتار گروهی خلافکار می‌کنند که به تعقیب آنها می‌پردازند و…
American Fiction 2023,https://www.imdb.com/title/tt23561236,7.9,"['درام', 'کمدی']",2023,['آمریکا'],['Cord Jefferson'],"['jeffrey wright', 'Tracee Ellis Ross', 'john ortiz']",داستان یک رمان‌نویس که از سوءاستفاده و سودبری انتشارات‌اش از سیاه‌پوستان به ستوه آمده و حالا تحت نامی مستعار کتابی می‌نویسد تا...
American Fighter 2019,https://www.imdb.com/title/tt2093056,,"['اکشن', 'بیوگرافی']",2019,['آمریکا'],['Shaun Paul Piccinino'],"['George Thomas', 'tommy flanagan', 'sean patrick flanery']",یک جوان بعد از گروگان گرفته شدن عضو خانواده‌اش برای بدست آوردن پول آزادی او، وارد مبارزات خشن زیرزمینی می‌شود و...
American Girl 2021,https://www.imdb.com/title/tt15620158,7.1,['درام'],2021,['taiwan'],['Feng-I Fiona Roan'],"['Caitlin Fang', 'Winnie Shih-Ying Chang', 'Kaiser Chuang']",در طول شیوع سارس در سال 2003، دختری به نام فن با 13 سال سن به تایوان بازگشت…
American Hangman 2018,https://www.imdb.com/title/tt8975028,,['هیجان انگیز'],2018,['کانادا'],['wilson coneybeare'],"['donald sutherland', 'vincent kartheiser', 'oliver dennis']",این فیلم روایتگر داستان یک مرد جوان با مشکلات روانی است که دو نفر را به گروگان می‎گیرد و وقتی این موضوع به گوش پلیس می‎رسد ، مشخص می‎شود که او قصد دارد در یک نمایش آنلاین به کارهای اشتباه این دو فرد اشاره کند و تماشاگران تصمیم بگیرند که چه کسی از بین برود و چه کسی زنده بماند و…
American History X 1998,https://www.imdb.com/title/tt0120586,8.5,[],1998,['آمریکا'],['Tony Kaye'],"['edward norton', 'Edward Furlong']",«دنی وینیارد» (فورلانگ)، نوجوانی سفید پوست است که روزی با چند جوان سیاه پوست درگیر می شود و موضوع را با «درک» (نورتن)، برادر بزرگ ترش که گرایشات تند نئونازی دارد، در میان می گذارد. «درک» بی مهابا...
American Honey 2016,https://www.imdb.com/title/tt3721936,,"['درام', 'عاشقانه', 'ماجراجویی']",2016,"['آمریکا', 'انگلستان']",['Andrea Arnold'],"['Sasha Lane', 'shia labeouf', 'riley keough']","یک دختر جوان بنام ""استار"" که چیزی برای از دست دادن در زندگی اش ندارد، به گروهی از مجله فروش های در حال سفر می‌پیوندد. او پس از مدتی به دام مهمان هایی دائم الخمر و مصرف کننده های مواد مخدر می افتد و در همین زمان با ""کریس"" نیز آشنا می شود که ..."
American Psycho 2000,https://www.imdb.com/title/tt0144084,7.6,"['جنایی', 'درام']",2000,"['آمریکا', 'کانادا']",['mary harron'],"['christian bale', 'justin theroux', 'josh lucas']",یک جوان نیویورکی به نام پاتريک بيتمن، کسی که در ظاهر فردی با وقار، خوش لباس و در کل یک جوان برازنده به نظر می رسد، اما در پشت این چهره ی او، یک هیولا نهفته است. «بیتمن» شب ها کار واقعی اش را شروع می کند و به شکار و کشتن ولگردها و زنان خیابانی می پردازد….
American Son 2019,https://www.imdb.com/title/tt9664078,,"['درام', 'درام']",2019,['آمریکا'],['Kenny Leon'],"['Kerry Washington', 'Steven Pasquale', 'Jeremy Jordan', 'کری واشنگتن', 'استیون پاسکاله', 'جرمی جوردن', 'یوجین لی']",این فیلم داستان یک مادر به همراه همسرش را به تصویر می‌کشد که برای پیدا کردن پسر گمشده‌ی خود به یک اداره پلیس در فلوریدا می‌روند ، در آنجا یک افسر پلیس تلاش می‌کند تا به آنها کمک کند و…
American Star 2024,https://www.imdb.com/title/tt19984386,,['هیجان انگیز'],2024,['آمریکا'],['Gonzalo López-Gallego'],"['Fanny Ardant', 'nora arnezeder', 'Oscar Coleman']",داستان آدمکشی که در آخرین مأموریت‌اش در جزیره فوئرته‌ونتورا باید مردی را به قتل برساند که هرگز ندیده. زمانی که رسیدن هدف با تأخیر مواجه می‌شود...
American Traitor: The Trial of Axis Sally 2021,https://www.imdb.com/title/tt7050946,,['درام'],2021,['آمریکا'],['Michael Polish'],"['Meadow Williams', 'al pacino', 'Carsten Norgaard']","یک زن آمریکایی به نام میلدرد گیلارس در طول جنگ جهانی دوم تبلیغات نازی ها را پخش می کرد. وی از جانب آمریکایی ها لقب "" محور اصلی"" را دریافت کرد که هم این لقب را دوست داشت و هم از آن متنفر بود. داستان فیلم، بیننده را در تاریکی و سردرگمی فرو می برد..."
American Ultra 2015,https://www.imdb.com/title/tt3316948,,"['اکشن', 'کمدی']",2015,"['آمریکا', 'سوئیس']",['Nima Nourizadeh'],"['jesse eisenberg', 'kristen stewart', 'connie britton']",فردی که که در واقع مامور دولت می باشد، برای یک آزمایش انتخاب می شود، اما او که به خوبی آموزش دیده ، به قدرتی غیر قابل کنترل می رسد.
American Underdog 2021,https://www.imdb.com/title/tt11729298,7.1,"['بیوگرافی', 'درام', 'ورزشی']",2021,['آمریکا'],['andrew erwin'],"['zachary levi', 'anna paquin', 'Hayden Zaller']",داستان زندگی مهاجم فوتبال آمریکایی بزرگ، کرت ورنر که از کار در سوپرمارکت تبدیل به ستاره‌ی فوتبال آمریکایی شد.
American Woman 2018,https://www.imdb.com/title/tt4465572,,"['درام', 'رازآلود']",2018,"['آمریکا', 'انگلستان', 'کانادا']",['Jake Scott'],"['sienna miller', 'sky ferreira', 'christina hendricks']",داستان این فیلم اجتماعی و خانوادگی درباره‌ی یک مادر می‌باشد که بعد از این که فرزندش گم می‌شود ، در تلاش است تا از نوه‌اش نگهداری کرده و او را به تنهایی بزرگ کند. اما گذشته‌‌ی غم‌انگیزش را نمی‌تواند از فکرش بیرون کند و…
American Woman 2019,https://www.imdb.com/title/tt9109492,,['درام'],2019,"['آمریکا', 'کانادا']",['Semi Chellas'],"['hong chau', 'ellen burstyn', 'Greg Campbell']","داستانی الهام گرفته از ربوده شدن ""پتی هرست"" در سال 1974، درامی که بازنمایشی از زمان نبود این هنرپیشه‌است، که از زبان ""جنی"" بیان میشود که..."
